budget_project_id,logic1_point,logic1_reason
2899,1.0,稼働台数がoutcomeとして設定されているが、研究の質や影響力に直結しない可能性がある。
140,3.0,社会実装可能なTRL達成がoutcomeとして設定されているが、具体的な技術の普及に直結するか不明。
7098,1.0,システム更改がoutcomeとして設定されているが、監視の質向上に直結しない可能性がある。
1695,4.0,共同研究件数がoutcomeとして設定されており、研究の質をある程度反映している。
1706,2.0,データ配布数がoutcomeとして設定されているが、研究の質や影響力に直結するか不明。
1598,3.0,教育研究経費支出割合がoutcomeとして設定されているが、教育の質向上に直結するか不明。
2944,2.0,技術移転実績数がoutcomeとして設定されているが、感染症対策の効果に直結するか不明。
1689,1.0,報告書受理件数がoutcomeとして設定されているが、生命倫理の向上に直結しない可能性がある。
6799,4.0,論文数と学会発表数がoutcomeとして設定されており、研究の質をある程度反映している。
4652,3.0,基準類の数がoutcomeとして設定されているが、内水被害軽減に直結するか不明。
5877,4.0,デジタル林業戦略拠点数がoutcomeとして設定されており、実用性がある。
4671,3.0,技術の実装団体数がoutcomeとして設定されているが、具体的な都市生活の質向上に直結するか不明。
259,2.0,アクセス回数がoutcomeとして設定されているが、政策課題の明確化に直結するか不明。
20808,2.0,技術資料活用団体数がoutcomeとして設定されているが、具体的な浸透施設の効果向上に直結するか不明。
7097,1.0,取組実績がoutcomeとして設定されているが、復興への貢献に直結しない可能性がある。
21007,3.0,実用化テーマ数がoutcomeとして設定されているが、具体的なデジタル社会の実現に直結するか不明。
2895,2.0,規格基準案策定件数がoutcomeとして設定されているが、研究の質や影響力に直結するか不明。
2963,4.0,論文掲載状況がoutcomeとして設定されており、研究の質をある程度反映している。
2908,1.0,有益度調査がoutcomeとして設定されているが、研修の質向上に直結しない可能性がある。
288,2.0,アクセス件数がoutcomeとして設定されているが、政策支援に直結するか不明。
271,3.0,報告書数がoutcomeとして設定されているが、シンクタンクの設立に直結するか不明。
2914,2.0,公開総数がoutcomeとして設定されているが、研究の透明性向上に直結するか不明。
1697,4.0,国際共同研究参画者数がoutcomeとして設定されており、研究の質をある程度反映している。
6906,1.0,研究成果評価割合がoutcomeとして設定されているが、上下水道課題解決に直結しない可能性がある。
3888,2.0,施設整備数がoutcomeとして設定されているが、研究の質や影響力に直結するか不明。
4613,3.0,ユースケース公開数がoutcomeとして設定されているが、都市問題解決に直結するか不明。
2958,4.0,論文掲載件数がoutcomeとして設定されており、研究の質をある程度反映している。
7161,3.0,ガイドライン数がoutcomeとして設定されているが、デジタルライフラインの実現に直結するか不明。
1658,4.0,論文数がoutcomeとして設定されており、研究の質をある程度反映している。
3509,2.0,施策活用項目数がoutcomeとして設定されているが、政策立案に直結するか不明。
2916,1.0,アクセス数がoutcomeとして設定されているが、データベース整備に直結しない可能性がある。
1620,2.0,会議参加数がoutcomeとして設定されているが、科学技術協力の活性化に直結するか不明。
4664,3.0,文書草案作成がoutcomeとして設定されているが、ガス燃料船の供給体制整備に直結するか不明。
3496,4.0,研究課題評価割合がoutcomeとして設定されており、研究の質をある程度反映している。
7150,3.0,効果発現件数がoutcomeとして設定されているが、Web3.0の社会実装に直結するか不明。
7159,4.0,技術開発進捗割合がoutcomeとして設定されており、研究の質をある程度反映している。
1666,3.0,実証実験案件数がoutcomeとして設定されているが、AI技術の社会実装に直結するか不明。
2972,1.0,工事完了件数がoutcomeとして設定されているが、研究の質や影響力に直結しない可能性がある。
2930,2.0,技術移転件数がoutcomeとして設定されているが、ハンセン病対策の効果に直結するか不明。
1610,3.0,利用実績がoutcomeとして設定されているが、研究交流の促進に直結するか不明。
4572,1.0,維持管理施設数がoutcomeとして設定されているが、研究の質や影響力に直結しない可能性がある。
541,2.0,定員充足率がoutcomeとして設定されているが、教育環境の保証に直結するか不明。
3099,3.0,回収率がoutcomeとして設定されているが、調査の質向上に直結するか不明。
5536,4.0,社会実装の促進がoutcomeとして設定されており、実用性がある。
1435,2.0,報告書作成数がoutcomeとして設定されているが、教育政策の企画立案に直結するか不明。
6848,3.0,保存数がoutcomeとして設定されているが、バイオリソースの利活用に直結するか不明。
20387,2.0,試行工事事例がoutcomeとして設定されているが、遠隔施工技術の普及に直結するか不明。
4669,3.0,検証回数がoutcomeとして設定されているが、技術開発の進展に直結するか不明。
4624,4.0,認定型式数がoutcomeとして設定されており、実用性がある。
5624,3.0,特許出願数がoutcomeとして設定されているが、技術の普及に直結するか不明。
21015,2.0,社会実装件数がoutcomeとして設定されているが、自動運転技術の普及に直結するか不明。
1624,1.0,研修参加人数がoutcomeとして設定されているが、研究開発評価の質向上に直結しない可能性がある。
1678,4.0,評価項目割合がoutcomeとして設定されており、研究の質をある程度反映している。
4483,3.0,評価件数がoutcomeとして設定されているが、研究成果の実用化に直結するか不明。
4499,2.0,会議参加数がoutcomeとして設定されているが、研究開発の質向上に直結するか不明。
2207,3.0,会議開催数がoutcomeとして設定されているが、健康保持に直結するか不明。
4070,4.0,IMO提案反映件数がoutcomeとして設定されており、国際的な影響力をある程度反映している。
1436,2.0,アクセス数がoutcomeとして設定されているが、国際比較調査の質向上に直結するか不明。
3339,3.0,目標達成地区割合がoutcomeとして設定されているが、地域活性化に直結するか不明。
21017,4.0,事業開発支援件数がoutcomeとして設定されており、実用性がある。
694,1.0,事業完了学校数がoutcomeとして設定されているが、教育環境の改善に直結しない可能性がある。
2925,2.0,維持管理がoutcomeとして設定されているが、研究の質や影響力に直結するか不明。
5853,3.0,開発件数がoutcomeとして設定されているが、技術の普及に直結するか不明。
20954,3.0,ガイドライン数がoutcomeとして設定されているが、デジタルライフラインの実現に直結するか不明。
5980,4.0,プロジェクト創出件数がoutcomeとして設定されており、実用性がある。
1660,2.0,報告書作成数がoutcomeとして設定されているが、基礎研究振興に直結するか不明。
6047,4.0,診断薬相談件数がoutcomeとして設定されており、実用性がある。
3059,3.0,研究件数がoutcomeとして設定されているが、研究の質や影響力に直結するか不明。
6150,2.0,技術基準反映数がoutcomeとして設定されているが、GHG削減効果に直結するか不明。
1708,3.0,研究成果最大化がoutcomeとして設定されているが、廃炉現場のニーズに直結するか不明。
1615,4.0,論文発表数がoutcomeとして設定されており、研究の質をある程度反映している。
1664,3.0,進捗評価結果がoutcomeとして設定されているが、加速器技術の発展に直結するか不明。
1918,4.0,研究成果発表件数がoutcomeとして設定されており、研究の質をある程度反映している。
20951,2.0,設備整備完了拠点数がoutcomeとして設定されているが、セキュリティ強化に直結するか不明。
1631,3.0,ダウンロード数がoutcomeとして設定されているが、成果の普及に直結するか不明。
19773,3.0,ガイドライン数がoutcomeとして設定されているが、データ連携システムの社会実装に直結するか不明。
5677,2.0,手引き作成数がoutcomeとして設定されているが、避難困難性評価に直結するか不明。
20323,3.0,技術資料数がoutcomeとして設定されているが、復興計画に直結するか不明。
3330,4.0,評価結果がoutcomeとして設定されており、研究の質をある程度反映している。
2933,1.0,経理事務課題数がoutcomeとして設定されているが、研究の質や影響力に直結しない可能性がある。
20324,2.0,ガイドライン策定数がoutcomeとして設定されているが、浄水処理技術の効果に直結するか不明。
6797,4.0,論文発表件数がoutcomeとして設定されており、研究の質をある程度反映している。
20297,3.0,ガイドライン利用率がoutcomeとして設定されているが、サイバーセキュリティ対策に直結するか不明。
7785,4.0,プロジェクト創出件数がoutcomeとして設定されており、実用性がある。
4545,3.0,評価割合がoutcomeとして設定されているが、研究成果の実用化に直結するか不明。
6587,3.0,評価項目割合がoutcomeとして設定されているが、研究の質や影響力に直結するか不明。
5775,4.0,研究者増加がoutcomeとして設定されており、研究の質をある程度反映している。
1650,2.0,報告書公表数がoutcomeとして設定されているが、教育研究環境の改善に直結するか不明。
7612,3.0,導入学校数がoutcomeとして設定されているが、教育の質向上に直結するか不明。
5526,2.0,報告書公表がoutcomeとして設定されているが、死亡データベースの整備に直結するか不明。
3522,4.0,実用化テーマ数がoutcomeとして設定されており、研究の質をある程度反映している。
4489,3.0,TRL上昇割合がoutcomeとして設定されているが、技術の普及に直結するか不明。
2910,1.0,経理事務課題数がoutcomeとして設定されているが、研究の質や影響力に直結しない可能性がある。
5446,4.0,事業化率がoutcomeとして設定されており、実用性がある。
4814,3.0,ガイドライン数がoutcomeとして設定されているが、海洋ごみ削減に直結するか不明。
7157,4.0,連携プロジェクト数がoutcomeとして設定されており、実用性がある。
2945,2.0,訓練実施者数がoutcomeとして設定されているが、感染症対策の効果に直結するか不明。
3499,3.0,地区数がoutcomeとして設定されているが、環境負荷低減に直結するか不明。
20809,2.0,通知数がoutcomeとして設定されているが、落橋防止構造の効果に直結するか不明。
20812,3.0,手引き参照数がoutcomeとして設定されているが、延焼抑制効果に直結するか不明。
7616,3.0,方針策定数がoutcomeとして設定されているが、オープンアクセスの促進に直結するか不明。
2905,2.0,HPアクセス数がoutcomeとして設定されているが、医薬品安全性情報の普及に直結するか不明。
4023,3.0,講習修了者数がoutcomeとして設定されているが、油濁防止に直結するか不明。
2928,1.0,定期点検がoutcomeとして設定されているが、研究の質や影響力に直結しない可能性がある。
3047,2.0,講習実施件数がoutcomeとして設定されているが、疫学調査の質向上に直結するか不明。
4335,3.0,調査結果反映件数がoutcomeとして設定されているが、政策立案に直結するか不明。
20735,4.0,評価項目割合がoutcomeとして設定されており、研究の質をある程度反映している。
20270,3.0,特許出願数がoutcomeとして設定されているが、量子暗号通信の普及に直結するか不明。
2964,2.0,事業完了件数がoutcomeとして設定されているが、安全対策に直結するか不明。
1673,3.0,論文数がoutcomeとして設定されているが、研究の質や影響力に直結するか不明。
20401,4.0,発表件数がoutcomeとして設定されており、研究の質をある程度反映している。
1622,3.0,評価項目割合がoutcomeとして設定されているが、研究の質や影響力に直結するか不明。
1913,2.0,設計実施件数がoutcomeとして設定されているが、研究データ基盤の整備に直結するか不明。
3585,3.0,利活用件数がoutcomeとして設定されているが、データ統合の効果に直結するか不明。
4507,2.0,実用化割合がoutcomeとして設定されているが、技術開発の質向上に直結するか不明。
21014,4.0,交渉継続件数がoutcomeとして設定されており、実用性がある。
3517,3.0,プロジェクト創出数がoutcomeとして設定されているが、産学融合の促進に直結するか不明。
7450,2.0,手引き作成数がoutcomeとして設定されているが、緑化の効果に直結するか不明。
4611,3.0,技術資料策定数がoutcomeとして設定されているが、耐風補強技術の普及に直結するか不明。
4670,2.0,検討回数がoutcomeとして設定されているが、調査方法の改善に直結するか不明。
4666,3.0,ガイドライン数がoutcomeとして設定されているが、住宅性能評価の改善に直結するか不明。
1672,4.0,論文数と特許数がoutcomeとして設定されており、研究の質をある程度反映している。
1612,3.0,評価結果がoutcomeとして設定されているが、研究開発戦略の質向上に直結するか不明。
20395,2.0,発送件数がoutcomeとして設定されているが、保健医療科学の普及に直結するか不明。
2926,1.0,維持管理がoutcomeとして設定されているが、研究の質や影響力に直結しない可能性がある。
1609,3.0,受入額がoutcomeとして設定されているが、産学連携の促進に直結するか不明。
6807,2.0,評価結果がoutcomeとして設定されているが、科学コミュニケーションの強化に直結するか不明。
1688,3.0,論文数がoutcomeとして設定されているが、研究の質や影響力に直結するか不明。
6613,2.0,端末数がoutcomeとして設定されているが、サイバーセキュリティの強化に直結するか不明。
5626,3.0,実施件数がoutcomeとして設定されているが、殺菌装置の普及に直結するか不明。
4608,2.0,技術資料策定数がoutcomeとして設定されているが、資源循環システムの効果に直結するか不明。
4512,1.0,施設整備完了数がoutcomeとして設定されているが、研究の質や影響力に直結しない可能性がある。
6810,4.0,概念実証段階移行課題数がoutcomeとして設定されており、実用性がある。
6812,3.0,稼働日数がoutcomeとして設定されているが、トレーニング環境の改善に直結するか不明。
1702,4.0,高被引用論文数がoutcomeとして設定されており、研究の質をある程度反映している。
2957,3.0,アクセス件数がoutcomeとして設定されているが、研究の質や影響力に直結するか不明。
223,2.0,評価割合がoutcomeとして設定されているが、研修の質向上に直結するか不明。
5785,4.0,共同研究件数がoutcomeとして設定されており、研究の質をある程度反映している。
20376,2.0,発信回数がoutcomeとして設定されているが、受動喫煙対策の効果に直結するか不明。
4674,3.0,ガイドライン作成件数がoutcomeとして設定されているが、維持管理の改善に直結するか不明。
20946,3.0,育成数がoutcomeとして設定されているが、デジタル人材育成の効果に直結するか不明。
7377,2.0,実証研究状況がoutcomeとして設定されているが、公共交通の再構築に直結するか不明。
3893,3.0,ガイドライン数がoutcomeとして設定されているが、デジタル社会の実現に直結するか不明。
1886,4.0,育成人材数がoutcomeとして設定されており、実用性がある。
2906,3.0,研究の質や影響力に直結するか不明。
1657,4.0,研究課題数がoutcomeとして設定されており、研究の質をある程度反映している。
1653,2.0,分析食品数がoutcomeとして設定されているが、成分表の充実に直結するか不明。
666,3.0,データ追加数がoutcomeとして設定されているが、プラットフォームの効果に直結するか不明。
1836,4.0,評価基準割合がoutcomeとして設定されており、研究の質をある程度反映している。
1513,3.0,満足度がoutcomeとして設定されているが、生徒指導の充実に直結するか不明。
761,2.0,アクセス数がoutcomeとして設定されているが、セキュリティ対策の効果に直結するか不明。
20442,3.0,報告書作成数がoutcomeとして設定されているが、労働市場の動向把握に直結するか不明。
1500,2.0,選定作品数がoutcomeとして設定されているが、教育用コンテンツの普及に直結するか不明。
1656,4.0,実験課題数がoutcomeとして設定されており、研究の質をある程度反映している。
4528,3.0,事例集作成数がoutcomeとして設定されているが、スマートシティの推進に直結するか不明。
3863,2.0,生産実施割合がoutcomeとして設定されているが、半導体生産の安定化に直結するか不明。
4612,3.0,基準案作成数がoutcomeとして設定されているが、浴槽レス浴室の普及に直結するか不明。
19625,3.0,設計情報がoutcomeとして設定されているが、試験研究炉の設置に直結するか不明。
1541,3.0,報告割合がoutcomeとして設定されているが、幼児教育の質向上に直結するか不明。
1710,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
1569,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
222,1.0,outputが課題解決に直接つながっていない。
226,2.0,調査件数がoutcomeとして不十分で、飛躍がある。
7164,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
4484,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3163,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
2922,1.0,outputが課題解決に直接つながっていない。
3057,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3002,1.0,outputが課題解決に直接つながっていない。
844,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
6801,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
5623,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
3328,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
4546,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3525,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
3514,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
4947,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
19775,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
7755,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1686,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1837,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
4444,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1558,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
4509,1.0,outputが課題解決に直接つながっていない。
19720,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
20503,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
20955,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
6843,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
3329,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
5027,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
2956,1.0,outputが課題解決に直接つながっていない。
1530,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
2359,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
6844,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
3050,1.0,outputが課題解決に直接つながっていない。
1889,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
5951,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
798,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
21023,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
582,1.0,outputが課題解決に直接つながっていない。
19883,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
4486,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1503,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
2939,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
20811,1.0,outputが課題解決に直接つながっていない。
1504,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1619,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
726,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
2598,1.0,outputが課題解決に直接つながっていない。
1642,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
1927,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
199,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
5794,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
2901,1.0,outputが課題解決に直接つながっていない。
3056,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
5072,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
6480,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
7439,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
215,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
1707,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
4498,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
2920,1.0,outputが課題解決に直接つながっていない。
1699,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3534,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1684,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
7445,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
716,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
2940,1.0,outputが課題解決に直接つながっていない。
20321,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1681,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
1627,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
7448,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
7048,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
20843,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
20810,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1911,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
20872,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
2966,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3530,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
4443,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
2915,1.0,outputが課題解決に直接つながっていない。
2911,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
1676,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
7349,1.0,outputが課題解決に直接つながっていない。
6590,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1916,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1663,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
5729,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
1589,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1662,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
4199,1.0,outputが課題解決に直接つながっていない。
20864,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
7441,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
4609,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
1644,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
5671,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
5649,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
5506,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
2918,1.0,outputが課題解決に直接つながっていない。
1729,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1759,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
852,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
20325,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
4648,1.0,outputが課題解決に直接つながっていない。
3318,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
7106,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
19577,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
141,1.0,outputが課題解決に直接つながっていない。
2941,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
20466,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1730,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3550,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
3014,1.0,outputが課題解決に直接つながっていない。
4607,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
6798,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1674,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
4198,1.0,outputが課題解決に直接つながっていない。
5675,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
2896,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
7615,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
2116,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
4797,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
20549,1.0,outputが課題解決に直接つながっていない。
19789,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
6584,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1700,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
6833,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3319,1.0,outputが課題解決に直接つながっていない。
4676,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
5605,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
7618,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
6842,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
3320,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
2959,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1696,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
795,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
1635,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3568,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1367,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
1581,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
2919,1.0,outputが課題解決に直接つながっていない。
4995,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
20737,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
20435,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
6465,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
2938,1.0,outputが課題解決に直接つながっていない。
3889,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3651,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1617,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
3589,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
805,1.0,outputが課題解決に直接つながっていない。
7617,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
729,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
6850,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
6808,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
6834,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
4088,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
20695,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
2937,1.0,outputが課題解決に直接つながっていない。
727,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
6862,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
4998,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1887,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
20814,1.0,outputが課題解決に直接つながっていない。
7174,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1703,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
2932,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
1661,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
6837,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
6832,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
6839,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
2935,1.0,outputが課題解決に直接つながっていない。
7674,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
2909,1.0,outputが課題解決に直接つながっていない。
2934,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
20385,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
2924,1.0,outputが課題解決に直接つながっていない。
2962,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3325,5.0,outputとoutcomeが明確に関連し、具体的な成果が期待できる。
1611,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
720,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
2936,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
3887,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
2943,1.0,outputが課題解決に直接つながっていない。
1692,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
20491,2.0,outcomeの設定が曖昧で、outputからの飛躍がある。
1671,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
1922,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3441,1.0,施設整備が課題解決に直接つながるか不明。outcomeが無理やり設定されている。
19862,4.0,ロボット技術の基盤構築が具体的なoutcomeに結びついているが、実装事例の件数が課題解決に直結するか疑問。
853,2.0,施設整備が評価点数化に結びつくか不明。outcomeが曖昧。
3512,5.0,ディープテック分野の人材育成と事業化支援が具体的なoutcomeに結びついている。
6845,3.0,研究成果の論文掲載がoutcomeとして設定されているが、課題解決に直結するか不明。
1625,2.0,体制整備の調査がoutcomeに結びつくか不明。
5727,4.0,教育モデルの構築が具体的なoutcomeに結びついているが、就職率が課題解決に直結するか疑問。
5731,5.0,スポーツ医・科学サポート体制のモデル創出が具体的なoutcomeに結びついている。
4495,3.0,技術基準の策定がoutcomeとして設定されているが、課題解決に直結するか不明。
274,1.0,産官学共同の研究開発が成功終了率に結びつくか不明。outcomeが曖昧。
3537,2.0,環境研究の情報提供がoutcomeに結びつくか不明。
4493,4.0,技術開発が具体的なoutcomeに結びついているが、アクセス数が課題解決に直結するか疑問。
1682,3.0,国際会議への参加がoutcomeとして設定されているが、課題解決に直結するか不明。
3106,1.0,年金記録の調査がoutcomeに結びつくか不明。
2952,2.0,施設管理がoutcomeに結びつくか不明。
7754,5.0,宇宙技術の研究開発が具体的なoutcomeに結びついている。
1912,3.0,アントレプレナーシップ教育の受講機会提供がoutcomeに結びつくか不明。
1629,2.0,報告書のダウンロード数がoutcomeに結びつくか不明。
1677,4.0,気候変動研究が具体的なoutcomeに結びついているが、国際貢献ツールの活用数が課題解決に直結するか疑問。
4992,1.0,研修受講者数がoutcomeに結びつくか不明。
